m,lam,Jstar,Jsize,j0,S,binJ,binsize,box_in_bin
10,6|5|4|4|1,0|2,2,0,1,0,1,False
10,6|5|3|3|1|1|1,0|4,2,0,2,0,1,False
10,6|5|3|2|2|2,0|2,2,0,1,0,1,False
10,6|5|3|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,6|5|2|2|2|1|1|1,5|7,2,5,1,0,1,False
10,6|4|4|4|2,0|2|4|6,4,0,1|2,0,1,False
10,6|4|4|4|1|1,0|2,2,0,1,0,1,False
10,6|4|4|3|3,0|4,2,0,2,0,1,False
10,6|4|4|2|2|2,0|2|4|6,4,0,1|2,0,1,False
10,6|4|4|2|2|1|1,0|4,2,0,2,0,1,False
10,6|4|4|2|1|1|1|1,0|4,2,0,2,0,1,False
10,6|4|4|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,6|4|3|3|2|2,0|2,2,0,1,0,1,False
10,6|4|3|2|2|1|1|1,0|4,2,0,2,0,1,False
10,6|4|3|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,6|4|2|2|2|2|1|1,0|4,2,0,2,0,1,False
10,6|4|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
10,6|4|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,6|3|3|3|3|2,0|2,2,0,1,0,1,False
10,6|3|3|3|2|2|1,0|2,2,0,1,0,1,False
10,6|3|3|3|1|1|1|1|1,0|2,2,0,1,0,1,False
10,6|3|3|2|2|2|2,0|2,2,0,1,0,1,False
10,6|3|3|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
10,6|3|3|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,6|3|3|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,6|3|3|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,6|3|2|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,6|3|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,6|2|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
10,6|2|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
10,6|2|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,6|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|5|5|3|1|1,0|4,2,0,2,0,1,False
10,5|5|5|2|1|1|1,3|5,2,3,1,0,1,False
10,5|5|4|4|2,0|2,2,0,1,0,1,False
10,5|5|4|4|1|1,0|2|4|6,4,0,1|2,0,1,False
10,5|5|4|3|1|1|1,0|4,2,0,2,0,1,False
10,5|5|4|2|2|2,0|2,2,0,1,0,1,False
10,5|5|4|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|5|3|3|3|1,0|4,2,0,2,0,1,False
10,5|5|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
10,5|5|3|3|2|1|1,0|4,2,0,2,0,1,False
10,5|5|3|3|1|1|1|1,0|4,2,0,2,0,1,False
10,5|5|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,5|5|2|2|2|2|2,0|4,2,0,2,0,1,False
10,5|5|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,5|5|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,5|4|4|4|2|1,0|2,2,0,1,0,1,False
10,5|4|4|3|2|2,0|2,2,0,1,0,1,False
10,5|4|4|2|2|1|1|1,0|4,2,0,2,0,1,False
10,5|4|4|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|4|3|3|3|1|1,3|5,2,3,1,0,1,False
10,5|4|2|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
10,5|3|3|3|3|3,0|2,2,0,1,0,1,False
10,5|3|3|3|2|2|2,0|2|4|6,4,0,1|2,0,1,False
10,5|3|3|3|2|2|1|1,0|2,2,0,1,0,1,False
10,5|3|3|3|2|1|1|1|1,0|2,2,0,1,0,1,False
10,5|3|3|3|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,5|3|3|2|2|2|2|1,0|2,2,0,1,0,1,False
10,5|3|3|2|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
10,5|3|3|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|3|3|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|3|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
10,5|3|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
10,5|3|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|3|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,5|2|2|2|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,5|2|2|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,4|4|4|4|2|2,0|2,2,0,1,0,1,False
10,4|4|4|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
10,4|4|4|3|2|1|1|1,5|7,2,5,1,0,1,False
10,4|4|4|2|2|2|1|1,0|4,2,0,2,0,1,False
10,4|4|4|2|2|1|1|1|1,0|4,2,0,2,0,1,False
10,4|4|3|3|3|2|1,3|5,2,3,1,0,1,False
10,4|4|3|3|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,4|4|3|3|2|2|2,0|4,2,0,2,0,1,False
10,4|4|3|3|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,4|4|3|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
10,4|4|2|2|2|2|2|2,0|2|4|6,4,0,1|2,0,1,False
10,4|4|2|2|2|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,4|4|2|2|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
10,4|3|3|3|3|2|2,0|4,2,0,2,0,1,False
10,4|3|3|3|2|2|1|1|1,0|2,2,0,1,0,1,False
10,4|3|3|3|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,4|3|3|2|2|2|2|1|1,0|2,2,0,1,0,1,False
10,4|3|3|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
10,4|3|3|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,4|3|2|2|2|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
10,4|2|2|2|2|2|2|2|1|1,0|4,2,0,2,0,1,False
10,4|2|2|2|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
10,4|2|2|2|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,4|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,3|3|3|3|3|3|1|1,0|4,2,0,2,0,1,False
10,3|3|3|3|2|2|2|1|1,0|2,2,0,1,0,1,False
10,3|3|3|3|2|2|1|1|1|1,0|2,2,0,1,0,1,False
10,3|3|3|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
10,3|3|3|2|2|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,3|3|3|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,3|3|2|2|2|2|2|2|2,0|4,2,0,2,0,1,False
10,3|3|2|2|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,3|3|2|2|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
10,3|2|2|2|2|2|2|2|1|1|1,3|5,2,3,1,0,1,False
10,3|2|2|2|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
10,2|2|2|2|2|2|2|2|2|2,0|2,2,0,1,0,1,False
10,2|2|2|2|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,2|2|2|2|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
10,2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,20|1|1,0|2,2,0,1,0,1,False
11,19|1|1|1,0|2,2,0,1,0,1,False
11,17|2|1|1|1,3|5,2,3,1,0,1,False
11,16|5|1,0|2,2,0,1,0,1,False
11,16|4|2,0|2,2,0,1,0,1,False
11,16|4|1|1,0|2,2,0,1,0,1,False
11,16|2|2|2,0|2,2,0,1,0,1,False
11,16|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,15|5|2,0|2,2,0,1,0,1,False
11,15|5|1|1,0|2,2,0,1,0,1,False
11,15|4|2|1,0|2,2,0,1,0,1,False
11,15|4|1|1|1,3|7,2,3,2,0,1,False
11,15|3|2|2,0|2,2,0,1,0,1,False
11,15|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,14|4|2|2,0|2,2,0,1,0,1,False
11,14|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
11,14|3|2|1|1|1,5|7,2,5,1,0,1,False
11,13|6|3,3|5|7|9,4,3,1|2,0,1,False
11,13|6|1|1|1,3|5,2,3,1,0,1,False
11,13|5|2|2,0|2,2,0,1,0,1,False
11,13|4|3|1|1,3|5,2,3,1,0,1,False
11,13|3|3|2|1,3|5,2,3,1,0,1,False
11,13|3|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,13|2|2|2|1|1|1,3|7,2,3,2,0,1,False
11,13|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,12|9|1,0|2,2,0,1,0,1,False
11,12|8|2,0|2,2,0,1,0,1,False
11,12|8|1|1,0|2,2,0,1,0,1,False
11,12|6|2|2,0|2,2,0,1,0,1,False
11,12|5|5,0|2,2,0,1,0,1,False
11,12|5|3|2,0|2,2,0,1,0,1,False
11,12|5|2|2|1,0|2,2,0,1,0,1,False
11,12|5|2|1|1|1,5|9,2,5,2,0,1,False
11,12|5|1|1|1|1|1,0|2,2,0,1,0,1,False
11,12|4|4|2,0|2,2,0,1,0,1,False
11,12|4|3|3,0|2,2,0,1,0,1,False
11,12|4|2|2|2,0|2,2,0,1,0,1,False
11,12|4|2|2|1|1,0|2,2,0,1,0,1,False
11,12|4|2|1|1|1|1,0|2,2,0,1,0,1,False
11,12|4|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,12|3|2|2|1|1|1,0|2,2,0,1,0,1,False
11,12|2|2|2|2|1|1,0|2,2,0,1,0,1,False
11,12|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,12|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,11|9|2,0|2,2,0,1,0,1,False
11,11|9|1|1,0|2,2,0,1,0,1,False
11,11|8|2|1,0|2,2,0,1,0,1,False
11,11|8|1|1|1,3|7,2,3,2,0,1,False
11,11|7|2|2,0|2,2,0,1,0,1,False
11,11|6|3|1|1,3|5,2,3,1,0,1,False
11,11|5|5|1,0|2,2,0,1,0,1,False
11,11|5|4|2,0|2,2,0,1,0,1,False
11,11|5|3|3,0|2,2,0,1,0,1,False
11,11|5|2|2|2,0|2,2,0,1,0,1,False
11,11|5|2|2|1|1,0|2,2,0,1,0,1,False
11,11|5|2|1|1|1|1,0|2,2,0,1,0,1,False
11,11|5|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,11|4|4|3,0|2,2,0,1,0,1,False
11,11|4|4|2|1,3|7,2,3,2,0,1,False
11,11|4|3|2|2,3|7,2,3,2,0,1,False
11,11|4|2|2|2|1,0|2,2,0,1,0,1,False
11,11|4|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,11|4|2|1|1|1|1|1,0|2,2,0,1,0,1,False
11,11|4|1|1|1|1|1|1|1,3|7,2,3,2,0,1,False
11,11|3|2|2|2|1|1,0|2,2,0,1,0,1,False
11,11|3|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,11|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
11,11|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,10|8|2|2,0|2,2,0,1,0,1,False
11,10|7|4|1,5|7|9|11,4,5,1|2,0,1,False
11,10|7|3|1|1,0|2|4|6,4,0,1|2,0,1,False
11,10|7|2|1|1|1,5|7,2,5,1,0,1,False
11,10|6|4|1|1,0|2|4|6,4,0,1|2,0,1,False
11,10|6|3|2|1,3|5,2,3,1,0,1,False
11,10|6|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,10|5|5|2,0|2,2,0,1,0,1,False
11,10|5|4|1|1|1,5|7,2,5,1,0,1,False
11,10|5|2|2|1|1|1,0|2,2,0,1,0,1,False
11,10|4|4|2|2,0|8,2,0,3,0,1,False
11,10|4|2|2|2|1|1,0|2,2,0,1,0,1,False
11,10|4|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,10|3|3|3|2|1,5|7,2,5,1,0,1,False
11,10|3|3|2|2|2,0|2|4|6,4,0,1|2,0,1,False
11,10|3|3|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,10|3|2|2|2|1|1|1,5|9,2,5,2,0,1,False
11,10|3|2|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
11,9|9|2|2,0|2,2,0,1,0,1,False
11,9|8|3|1|1,3|5,2,3,1,0,1,False
11,9|7|4|1|1,0|2|4|6,4,0,1|2,0,1,False
11,9|7|3|2|1,3|5,2,3,1,0,1,False
11,9|7|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,9|6|5|1|1,3|5,2,3,1,0,1,False
11,9|6|4|2|1,3|5,2,3,1,0,1,False
11,9|6|4|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,9|6|3|3|1,3|5|7|9,4,3,1|2,0,1,False
11,9|6|3|2|2,3|5,2,3,1,0,1,False
11,9|6|3|2|1|1,3|5|7|9,4,3,1|2,0,1,False
11,9|6|3|1|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,9|6|2|2|1|1|1,3|7,2,3,2,0,1,False
11,9|6|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,9|5|5|3,0|2,2,0,1,0,1,False
11,9|5|3|3|1|1,0|8,2,0,3,0,1,False
11,9|5|3|2|1|1|1,3|7,2,3,2,0,1,False
11,9|5|2|2|2|1|1,0|2,2,0,1,0,1,False
11,9|5|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,9|4|4|4|1,3|5,2,3,1,0,1,False
11,9|4|3|3|1|1|1,3|7,2,3,2,0,1,False
11,9|4|3|2|2|2,3|5,2,3,1,0,1,False
11,9|4|3|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,9|4|2|2|2|1|1|1,0|2,2,0,1,0,1,False
11,9|3|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
11,9|3|3|2|2|2|1,3|5,2,3,1,0,1,False
11,9|3|3|2|1|1|1|1|1,3|5,2,3,1,0,1,False
11,9|3|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,9|2|2|2|2|2|1|1|1,3|5,2,3,1,0,1,False
11,9|2|2|2|1|1|1|1|1|1|1,3|7,2,3,2,0,1,False
11,9|2|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,8|8|6,0|2,2,0,1,0,1,False
11,8|8|5|1,0|2,2,0,1,0,1,False
11,8|8|4|2,0|2,2,0,1,0,1,False
11,8|8|3|3,0|2,2,0,1,0,1,False
11,8|8|2|2|2,0|2,2,0,1,0,1,False
11,8|8|2|2|1|1,0|2,2,0,1,0,1,False
11,8|8|2|1|1|1|1,0|2,2,0,1,0,1,False
11,8|8|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|7|5|2,0|2,2,0,1,0,1,False
11,8|7|4|1|1|1,5|7,2,5,1,0,1,False
11,8|7|2|2|1|1|1,0|2,2,0,1,0,1,False
11,8|6|6|2,0|2,2,0,1,0,1,False
11,8|6|5|3,0|2,2,0,1,0,1,False
11,8|6|3|3|1|1,0|8,2,0,3,0,1,False
11,8|6|3|2|1|1|1,3|7,2,3,2,0,1,False
11,8|6|2|2|2|1|1,0|2,2,0,1,0,1,False
11,8|6|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,8|5|5|4,0|2,2,0,1,0,1,False
11,8|5|5|3|1,0|2,2,0,1,0,1,False
11,8|5|5|2|2,0|2,2,0,1,0,1,False
11,8|5|5|2|1|1,0|2,2,0,1,0,1,False
11,8|5|5|1|1|1|1,0|2,2,0,1,0,1,False
11,8|5|4|3|1|1,5|9,2,5,2,0,1,False
11,8|5|4|2|1|1|1,0|2,2,0,1,0,1,False
11,8|5|3|3|3,0|2,2,0,1,0,1,False
11,8|5|3|3|2|1,5|9,2,5,2,0,1,False
11,8|5|3|3|1|1|1,0|2|8|10,4,0,1|3,0,1,False
11,8|5|3|2|2|1|1,0|2,2,0,1,0,1,False
11,8|5|3|2|1|1|1|1,0|2,2,0,1,0,1,False
11,8|5|2|2|2|2|1,0|2,2,0,1,0,1,False
11,8|5|2|2|2|1|1|1,5|7|9|11,4,5,1|2,0,1,False
11,8|5|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|5|2|1|1|1|1|1|1|1,5|9,2,5,2,0,1,False
11,8|5|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|4|4|3|3,0|2,2,0,1,0,1,False
11,8|4|4|3|1|1|1,0|2,2,0,1,0,1,False
11,8|4|4|2|2|1|1,0|2,2,0,1,0,1,False
11,8|4|4|2|1|1|1|1,0|2,2,0,1,0,1,False
11,8|4|3|3|3|1,0|2,2,0,1,0,1,False
11,8|4|3|3|2|1|1,0|2,2,0,1,0,1,False
11,8|4|3|3|1|1|1|1,0|2,2,0,1,0,1,False
11,8|4|3|2|2|1|1|1,0|2,2,0,1,0,1,False
11,8|4|2|2|2|2|2,0|2,2,0,1,0,1,False
11,8|4|2|2|2|2|1|1,0|2,2,0,1,0,1,False
11,8|4|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,8|4|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|4|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|4|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|3|3|3|3|1|1,0|2,2,0,1,0,1,False
11,8|3|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|2|2|2|2|2|2|2,0|2,2,0,1,0,1,False
11,8|2|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|2|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,8|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|7|6|2,0|2,2,0,1,0,1,False
11,7|7|5|3,0|2,2,0,1,0,1,False
11,7|7|5|2|1,3|7,2,3,2,0,1,False
11,7|7|4|2|2,0|8,2,0,3,0,1,False
11,7|7|2|2|2|1|1,0|2,2,0,1,0,1,False
11,7|7|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,7|6|6|3,0|2,2,0,1,0,1,False
11,7|6|5|2|2,3|7,2,3,2,0,1,False
11,7|6|4|4|1,3|5,2,3,1,0,1,False
11,7|6|3|3|1|1|1,3|7,2,3,2,0,1,False
11,7|6|3|2|2|2,3|5,2,3,1,0,1,False
11,7|6|3|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,7|6|2|2|2|1|1|1,0|2,2,0,1,0,1,False
11,7|5|5|5,0|2,2,0,1,0,1,False
11,7|5|5|3|2,0|2,2,0,1,0,1,False
11,7|5|5|3|1|1,0|2,2,0,1,0,1,False
11,7|5|5|2|2|1,0|2,2,0,1,0,1,False
11,7|5|5|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,7|5|5|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|5|4|3|3,0|2,2,0,1,0,1,False
11,7|5|4|3|1|1|1,0|2,2,0,1,0,1,False
11,7|5|4|2|2|1|1,0|2,2,0,1,0,1,False
11,7|5|4|2|1|1|1|1,0|2,2,0,1,0,1,False
11,7|5|3|3|3|1,0|2,2,0,1,0,1,False
11,7|5|3|3|2|1|1,0|2,2,0,1,0,1,False
11,7|5|3|3|1|1|1|1,0|2,2,0,1,0,1,False
11,7|5|3|2|2|1|1|1,0|2,2,0,1,0,1,False
11,7|5|2|2|2|2|2,0|2,2,0,1,0,1,False
11,7|5|2|2|2|2|1|1,0|2,2,0,1,0,1,False
11,7|5|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,7|5|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|5|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|5|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|4|4|4|3,3|7,2,3,2,0,1,False
11,7|4|4|3|3|1,0|2,2,0,1,0,1,False
11,7|4|4|3|2|1|1,0|2,2,0,1,0,1,False
11,7|4|4|3|1|1|1|1,0|2,2,0,1,0,1,False
11,7|4|4|2|2|2|1,3|7,2,3,2,0,1,False
11,7|4|4|2|2|1|1|1,0|2|8|10,4,0,1|3,0,1,False
11,7|4|4|2|1|1|1|1|1,3|7,2,3,2,0,1,False
11,7|4|3|3|3|1|1,3|5|7|9,4,3,1|2,0,1,False
11,7|4|3|3|2|1|1|1,0|2,2,0,1,0,1,False
11,7|4|3|2|2|2|1|1,3|7,2,3,2,0,1,False
11,7|4|3|2|2|1|1|1|1,3|7,2,3,2,0,1,False
11,7|4|2|2|2|2|2|1,0|2,2,0,1,0,1,False
11,7|4|2|2|2|2|1|1|1,3|7,2,3,2,0,1,False
11,7|4|2|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|4|2|2|1|1|1|1|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,7|4|2|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|4|1|1|1|1|1|1|1|1|1|1|1,3|7,2,3,2,0,1,False
11,7|3|3|3|3|1|1|1,0|2,2,0,1,0,1,False
11,7|3|3|2|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,7|3|2|2|2|2|2|2,0|2,2,0,1,0,1,False
11,7|3|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|3|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|2|2|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,7|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,6|6|5|4|1,3|5,2,3,1,0,1,False
11,6|6|4|4|2,0|2|4|6,4,0,1|2,0,1,False
11,6|6|4|4|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|6|4|3|2|1,5|7,2,5,1,0,1,False
11,6|6|4|2|2|2,0|2|4|6,4,0,1|2,0,1,False
11,6|6|4|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|6|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
11,6|6|3|2|2|2|1,3|5,2,3,1,0,1,False
11,6|6|3|2|1|1|1|1|1,3|5,2,3,1,0,1,False
11,6|6|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|5|5|3|3,0|2,2,0,1,0,1,False
11,6|5|5|3|1|1|1,0|2,2,0,1,0,1,False
11,6|5|5|2|2|1|1,0|2,2,0,1,0,1,False
11,6|5|5|2|1|1|1|1,0|2,2,0,1,0,1,False
11,6|5|4|4|2|1,5|7,2,5,1,0,1,False
11,6|5|4|3|2|2,5|7,2,5,1,0,1,False
11,6|5|4|2|2|1|1|1,5|9,2,5,2,0,1,False
11,6|5|4|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
11,6|5|3|3|3|1|1,0|2,2,0,1,0,1,False
11,6|5|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,6|4|4|4|2|2,0|2|4|6,4,0,1|2,0,1,False
11,6|4|4|3|3|1|1,0|2,2,0,1,0,1,False
11,6|4|4|3|2|1|1|1,5|9,2,5,2,0,1,False
11,6|4|4|2|2|2|1|1,0|8,2,0,3,0,1,False
11,6|4|4|2|2|1|1|1|1,0|8,2,0,3,0,1,False
11,6|4|3|3|3|1|1|1,0|2,2,0,1,0,1,False
11,6|4|3|2|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,6|4|2|2|2|2|2|2,0|2,2,0,1,0,1,False
11,6|4|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,6|4|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,6|3|3|3|2|2|2|1,5|7,2,5,1,0,1,False
11,6|3|3|3|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|3|3|3|2|1|1|1|1|1,5|7,2,5,1,0,1,False
11,6|3|3|2|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|3|3|2|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|3|3|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,6|3|2|2|2|2|2|1|1|1,5|7,2,5,1,0,1,False
11,6|3|2|2|2|1|1|1|1|1|1|1,5|9,2,5,2,0,1,False
11,6|3|2|1|1|1|1|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
11,5|5|5|4|1|1|1,3|7,2,3,2,0,1,False
11,5|5|5|3|3|1,0|2,2,0,1,0,1,False
11,5|5|5|3|2|1|1,0|2,2,0,1,0,1,False
11,5|5|5|3|1|1|1|1,0|2,2,0,1,0,1,False
11,5|5|5|2|2|1|1|1,0|2,2,0,1,0,1,False
11,5|5|4|4|2|2,0|2|4|6,4,0,1|2,0,1,False
11,5|5|4|3|3|1|1,0|2,2,0,1,0,1,False
11,5|5|3|3|3|2|1,3|7,2,3,2,0,1,False
11,5|5|3|3|3|1|1|1,0|2,2,0,1,0,1,False
11,5|5|3|3|2|2|2,0|8,2,0,3,0,1,False
11,5|5|3|3|1|1|1|1|1|1,0|8,2,0,3,0,1,False
11,5|5|3|2|2|2|1|1|1,3|5,2,3,1,0,1,False
11,5|5|3|2|1|1|1|1|1|1|1,3|7,2,3,2,0,1,False
11,5|5|2|2|2|2|2|2,0|2,2,0,1,0,1,False
11,5|5|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,5|5|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,5|4|4|4|3|2,3|5,2,3,1,0,1,False
11,5|4|4|4|2|2|1,3|5,2,3,1,0,1,False
11,5|4|4|4|1|1|1|1|1,3|5,2,3,1,0,1,False
11,5|4|4|3|3|1|1|1,0|2,2,0,1,0,1,False
11,5|4|4|2|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,5|4|3|3|3|2|2,3|7,2,3,2,0,1,False
11,5|4|3|3|2|2|1|1|1,3|5,2,3,1,0,1,False
11,5|4|3|3|1|1|1|1|1|1|1,3|7,2,3,2,0,1,False
11,5|4|3|2|2|2|2|1|1,3|5,2,3,1,0,1,False
11,5|4|3|2|2|2|1|1|1|1,3|5,2,3,1,0,1,False
11,5|4|3|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,5|4|2|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,5|3|3|3|3|2|1|1|1,3|5,2,3,1,0,1,False
11,5|3|3|3|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
